LocationName,Measure,Stroke_Rate_%_by_tract,Stroke_Low_Confidence_Limit,Stroke_High_Confidence_Limit
13039010200,Stroke among adults aged >=18 years,3.1,2.8,3.4
13021013800,Stroke among adults aged >=18 years,7.2,6.4,8.2
13067030506,Stroke among adults aged >=18 years,2.7,2.4,3
13029920101,Stroke among adults aged >=18 years,3.3,3,3.8
13067030231,Stroke among adults aged >=18 years,2.5,2.1,2.8
13021013606,Stroke among adults aged >=18 years,2.9,2.6,3.2
13023790200,Stroke among adults aged >=18 years,4.7,4.3,5.2
13071970200,Stroke among adults aged >=18 years,4.2,3.8,4.6
13059002100,Stroke among adults aged >=18 years,1.3,1.1,1.4
13067030411,Stroke among adults aged >=18 years,1.9,1.7,2.1
13029920305,Stroke among adults aged >=18 years,2.5,2.2,2.8
13067030345,Stroke among adults aged >=18 years,1.2,1.1,1.3
13063040417,Stroke among adults aged >=18 years,3.1,2.8,3.5
13067031205,Stroke among adults aged >=18 years,1.6,1.5,1.8
13063040526,Stroke among adults aged >=18 years,3.5,3.1,4
13025960300,Stroke among adults aged >=18 years,3.9,3.5,4.3
13045910103,Stroke among adults aged >=18 years,2.6,2.4,2.9
13057090804,Stroke among adults aged >=18 years,2.2,1.9,2.5
13031110800,Stroke among adults aged >=18 years,3.9,3.5,4.3
13029920301,Stroke among adults aged >=18 years,2.6,2.3,2.9
13067031005,Stroke among adults aged >=18 years,3,2.7,3.3
13043950100,Stroke among adults aged >=18 years,5.1,4.6,5.6
13031110700,Stroke among adults aged >=18 years,2.5,2.3,2.7
13067030232,Stroke among adults aged >=18 years,2.3,2,2.5
13077170100,Stroke among adults aged >=18 years,2.9,2.5,3.3
13033950700,Stroke among adults aged >=18 years,4.9,4.5,5.3
13067030502,Stroke among adults aged >=18 years,2.7,2.4,3
13067030209,Stroke among adults aged >=18 years,2.3,2.1,2.6
13043950200,Stroke among adults aged >=18 years,4.4,4,4.9
13031110900,Stroke among adults aged >=18 years,3.5,3.2,3.8
13031110601,Stroke among adults aged >=18 years,3.1,2.8,3.4
13039010100,Stroke among adults aged >=18 years,3.6,3.3,4
13045911000,Stroke among adults aged >=18 years,3,2.7,3.3
13039010302,Stroke among adults aged >=18 years,3.2,2.9,3.5
13029920102,Stroke among adults aged >=18 years,3.6,3.3,4
13027960300,Stroke among adults aged >=18 years,3.9,3.5,4.3
13035150300,Stroke among adults aged >=18 years,3.3,3,3.7
13051010101,Stroke among adults aged >=18 years,5.4,4.6,6.2
13047030303,Stroke among adults aged >=18 years,2.6,2.3,3
13051003700,Stroke among adults aged >=18 years,3.8,3.4,4.3
13067031106,Stroke among adults aged >=18 years,2.6,2.3,2.8
13045910600,Stroke among adults aged >=18 years,3.1,2.8,3.4
13069010500,Stroke among adults aged >=18 years,4.1,3.6,4.6
13063040621,Stroke among adults aged >=18 years,3,2.7,3.2
13047030202,Stroke among adults aged >=18 years,2.7,2.4,3
13067030700,Stroke among adults aged >=18 years,3.6,3.1,4
13063040616,Stroke among adults aged >=18 years,2.5,2.3,2.7
13035150100,Stroke among adults aged >=18 years,3.5,3.1,3.9
13039010601,Stroke among adults aged >=18 years,3.5,3.1,3.9
13033950900,Stroke among adults aged >=18 years,5.1,4.7,5.6
13051011200,Stroke among adults aged >=18 years,1.7,1.5,2
13051011500,Stroke among adults aged >=18 years,2.9,2.6,3.4
13059140500,Stroke among adults aged >=18 years,4.4,4,4.8
13051010801,Stroke among adults aged >=18 years,2.9,2.6,3.3
13055010400,Stroke among adults aged >=18 years,4.5,4,5
13045910703,Stroke among adults aged >=18 years,3.6,3.3,4.1
13051003501,Stroke among adults aged >=18 years,4.9,4.4,5.6
13071970800,Stroke among adults aged >=18 years,4.3,3.8,4.9
13059150300,Stroke among adults aged >=18 years,2.8,2.4,3.2
13067031208,Stroke among adults aged >=18 years,1.2,1.1,1.4
13045910501,Stroke among adults aged >=18 years,1.8,1.7,2
13051001500,Stroke among adults aged >=18 years,3.3,2.9,3.7
13067030319,Stroke among adults aged >=18 years,2.4,2.1,2.7
13063040306,Stroke among adults aged >=18 years,2.4,2.2,2.7
13067030311,Stroke among adults aged >=18 years,2.4,2.1,2.7
13051010808,Stroke among adults aged >=18 years,2.3,2.1,2.5
13031110401,Stroke among adults aged >=18 years,4.1,3.6,4.5
13067030219,Stroke among adults aged >=18 years,2.1,1.8,2.4
13045910101,Stroke among adults aged >=18 years,3,2.7,3.3
13051004210,Stroke among adults aged >=18 years,3.3,3,3.7
13063040523,Stroke among adults aged >=18 years,3.4,3.1,3.8
13045910900,Stroke among adults aged >=18 years,3.1,2.8,3.4
13067031404,Stroke among adults aged >=18 years,3,2.7,3.3
13057090200,Stroke among adults aged >=18 years,3,2.7,3.4
13063040522,Stroke among adults aged >=18 years,4,3.7,4.4
13063040617,Stroke among adults aged >=18 years,3.4,3,3.8
13051011104,Stroke among adults aged >=18 years,2.5,2.2,2.9
13021013900,Stroke among adults aged >=18 years,4.8,4.4,5.3
13047030402,Stroke among adults aged >=18 years,2.8,2.5,3.1
13067031110,Stroke among adults aged >=18 years,2.4,2.1,2.8
13073030503,Stroke among adults aged >=18 years,3,2.7,3.2
13047030401,Stroke among adults aged >=18 years,2.6,2.2,2.9
13051002300,Stroke among adults aged >=18 years,5.6,4.9,6.4
13067031207,Stroke among adults aged >=18 years,1.4,1.2,1.5
13051002000,Stroke among adults aged >=18 years,4.4,3.8,5
13045910702,Stroke among adults aged >=18 years,2.8,2.5,3.2
13051000601,Stroke among adults aged >=18 years,4.7,4.2,5.3
13047030700,Stroke among adults aged >=18 years,3.6,3.1,4
13067030342,Stroke among adults aged >=18 years,2,1.8,2.3
13055010600,Stroke among adults aged >=18 years,3.5,3.2,3.9
13051010601,Stroke among adults aged >=18 years,4,3.6,4.4
13051011004,Stroke among adults aged >=18 years,2.3,2.1,2.6
13069010801,Stroke among adults aged >=18 years,4.6,4.2,5.1
13051010809,Stroke among adults aged >=18 years,2.6,2.3,2.8
13057090803,Stroke among adults aged >=18 years,2,1.9,2.3
13067031111,Stroke among adults aged >=18 years,2,1.8,2.2
13063040622,Stroke among adults aged >=18 years,3.4,3,3.8
13067030332,Stroke among adults aged >=18 years,2.1,1.9,2.4
13067030314,Stroke among adults aged >=18 years,2.1,1.9,2.3
13059130500,Stroke among adults aged >=18 years,3.1,2.8,3.4
13051011106,Stroke among adults aged >=18 years,1.9,1.7,2.2
13059002200,Stroke among adults aged >=18 years,1.4,1.2,1.5
13067030313,Stroke among adults aged >=18 years,2.5,2.3,2.8
13067031408,Stroke among adults aged >=18 years,2.7,2.5,2.9
13073030603,Stroke among adults aged >=18 years,3,2.6,3.4
13051010502,Stroke among adults aged >=18 years,4,3.5,4.5
13051003302,Stroke among adults aged >=18 years,6.6,5.6,7.6
13059140300,Stroke among adults aged >=18 years,3.9,3.5,4.3
13067030601,Stroke among adults aged >=18 years,1.4,1.3,1.6
13067030336,Stroke among adults aged >=18 years,1.9,1.7,2.2
13031110403,Stroke among adults aged >=18 years,1.2,1,1.4
13051001100,Stroke among adults aged >=18 years,2.8,2.5,3.1
13053020201,Stroke among adults aged >=18 years,0.5,0.5,0.6
13077170305,Stroke among adults aged >=18 years,2.8,2.5,3.1
13051010102,Stroke among adults aged >=18 years,2.6,2.3,3
13063040415,Stroke among adults aged >=18 years,3.3,2.9,3.7
13059000600,Stroke among adults aged >=18 years,1.9,1.7,2.1
13063040510,Stroke among adults aged >=18 years,3.7,3.4,4.1
13057090905,Stroke among adults aged >=18 years,2.3,2,2.6
13067030230,Stroke among adults aged >=18 years,2.3,2.1,2.5
13063040606,Stroke among adults aged >=18 years,3.4,3.1,3.7
13057091102,Stroke among adults aged >=18 years,2.1,1.9,2.4
13077170405,Stroke among adults aged >=18 years,2.3,2.1,2.5
13051002700,Stroke among adults aged >=18 years,4.9,4.4,5.5
13067031211,Stroke among adults aged >=18 years,1.1,1,1.2
13051011600,Stroke among adults aged >=18 years,5.3,4.7,5.9
13067030333,Stroke among adults aged >=18 years,2.3,2,2.6
13067031503,Stroke among adults aged >=18 years,2.9,2.6,3.2
13063040409,Stroke among adults aged >=18 years,3,2.7,3.3
13057090400,Stroke among adults aged >=18 years,3.2,2.8,3.6
13067030320,Stroke among adults aged >=18 years,1.7,1.5,1.9
13051004100,Stroke among adults aged >=18 years,3.3,2.8,3.8
13027960400,Stroke among adults aged >=18 years,4.7,4.3,5.1
13063040615,Stroke among adults aged >=18 years,3.5,3.1,4
13053020100,Stroke among adults aged >=18 years,4.8,4.3,5.4
13051010802,Stroke among adults aged >=18 years,2,1.8,2.1
13067030800,Stroke among adults aged >=18 years,2.1,1.8,2.3
13067030334,Stroke among adults aged >=18 years,2.4,2.1,2.8
13073030103,Stroke among adults aged >=18 years,2.4,2.1,2.8
13051003502,Stroke among adults aged >=18 years,4.4,4,4.9
13023790100,Stroke among adults aged >=18 years,3.6,3.2,4
13059030100,Stroke among adults aged >=18 years,2.5,2.2,2.7
13063040513,Stroke among adults aged >=18 years,4.2,3.7,4.7
13073030203,Stroke among adults aged >=18 years,2.5,2.2,2.9
13035150200,Stroke among adults aged >=18 years,4.8,4.3,5.3
13059000401,Stroke among adults aged >=18 years,1,0.9,1.1
13047030500,Stroke among adults aged >=18 years,3.9,3.5,4.3
13051011103,Stroke among adults aged >=18 years,3.3,2.8,3.8
13051011005,Stroke among adults aged >=18 years,3.6,3.1,4.3
13067030504,Stroke among adults aged >=18 years,2.3,2.1,2.6
13063040307,Stroke among adults aged >=18 years,3.8,3.4,4.1
13051004300,Stroke among adults aged >=18 years,0.9,0.8,1
13067030229,Stroke among adults aged >=18 years,1.5,1.4,1.6
13063040620,Stroke among adults aged >=18 years,3.2,2.8,3.6
13063040412,Stroke among adults aged >=18 years,3.1,2.8,3.4
13055010500,Stroke among adults aged >=18 years,4.6,4.2,5.1
13071970400,Stroke among adults aged >=18 years,4.4,4.1,4.8
13037950200,Stroke among adults aged >=18 years,6,5.5,6.6
13051003900,Stroke among adults aged >=18 years,4.1,3.6,4.6
13059140600,Stroke among adults aged >=18 years,2.9,2.6,3.2
13059150800,Stroke among adults aged >=18 years,2.5,2.2,2.9
13067031308,Stroke among adults aged >=18 years,3.6,3.2,4
13067030410,Stroke among adults aged >=18 years,2.4,2.1,2.8
13063040612,Stroke among adults aged >=18 years,3.4,3.1,3.7
13063040407,Stroke among adults aged >=18 years,3.7,3.4,4
13045910800,Stroke among adults aged >=18 years,3.8,3.4,4.3
13051010603,Stroke among adults aged >=18 years,3.3,3,3.7
13031110500,Stroke among adults aged >=18 years,3.1,2.7,3.5
13071970100,Stroke among adults aged >=18 years,4,3.6,4.4
13067031309,Stroke among adults aged >=18 years,3.1,2.8,3.5
13059002000,Stroke among adults aged >=18 years,2,1.8,2.3
13059150400,Stroke among adults aged >=18 years,1,0.9,1.1
13051004211,Stroke among adults aged >=18 years,3.1,2.7,3.4
13063040518,Stroke among adults aged >=18 years,3.4,3,3.7
13051010803,Stroke among adults aged >=18 years,2.8,2.5,3.2
13063040509,Stroke among adults aged >=18 years,3.9,3.4,4.4
13067030218,Stroke among adults aged >=18 years,1.9,1.6,2.2
13051004208,Stroke among adults aged >=18 years,3.4,3.1,3.8
13067030103,Stroke among adults aged >=18 years,2.3,2.1,2.6
13043950300,Stroke among adults aged >=18 years,4.2,3.7,4.6
13063040408,Stroke among adults aged >=18 years,3.4,3.1,3.7
13067031506,Stroke among adults aged >=18 years,3.4,3,3.7
13067031507,Stroke among adults aged >=18 years,3.3,2.9,3.6
13063040524,Stroke among adults aged >=18 years,3.6,3.2,3.9
13059130300,Stroke among adults aged >=18 years,3.8,3.4,4.2
13051010700,Stroke among adults aged >=18 years,1.7,1.6,1.9
13067030322,Stroke among adults aged >=18 years,2.1,1.8,2.4
13063040308,Stroke among adults aged >=18 years,4.6,4.1,5.1
13057090902,Stroke among adults aged >=18 years,1.9,1.7,2.1
13059150500,Stroke among adults aged >=18 years,1.4,1.2,1.6
13067030407,Stroke among adults aged >=18 years,2.7,2.4,3.1
13057091008,Stroke among adults aged >=18 years,2,1.8,2.2
13089023414,Stroke among adults aged >=18 years,3.6,3.1,4.1
13089022008,Stroke among adults aged >=18 years,4.4,3.9,4.8
13089023504,Stroke among adults aged >=18 years,5.3,4.6,6
13087970200,Stroke among adults aged >=18 years,4.1,3.7,4.5
13089023204,Stroke among adults aged >=18 years,3.9,3.4,4.5
13121007200,Stroke among adults aged >=18 years,5.3,4.6,6.1
13089023208,Stroke among adults aged >=18 years,4,3.5,4.5
13121007002,Stroke among adults aged >=18 years,3.7,3.2,4.2
13089022401,Stroke among adults aged >=18 years,1.7,1.5,1.9
13117130610,Stroke among adults aged >=18 years,2,1.7,2.4
13089023313,Stroke among adults aged >=18 years,3.5,3.1,3.9
13117130604,Stroke among adults aged >=18 years,1.5,1.3,1.6
13089023306,Stroke among adults aged >=18 years,3.1,2.6,3.5
13117130504,Stroke among adults aged >=18 years,2.4,2,2.8
13099090100,Stroke among adults aged >=18 years,5.3,4.9,5.8
13089023214,Stroke among adults aged >=18 years,2.7,2.4,3.1
13095000200,Stroke among adults aged >=18 years,6.8,5.9,7.6
13089023303,Stroke among adults aged >=18 years,3.6,3.2,3.9
13089022004,Stroke among adults aged >=18 years,3.7,3.3,4.1
13119890300,Stroke among adults aged >=18 years,3.6,3.2,4
13089023801,Stroke among adults aged >=18 years,3.1,2.7,3.6
13089023309,Stroke among adults aged >=18 years,3.1,2.7,3.5
13089022800,Stroke among adults aged >=18 years,1.8,1.6,2
13093970100,Stroke among adults aged >=18 years,4,3.7,4.4
13121007900,Stroke among adults aged >=18 years,4.9,4.2,5.7
13089022009,Stroke among adults aged >=18 years,3,2.6,3.5
13089023425,Stroke among adults aged >=18 years,3.6,3.1,4.2
13089021307,Stroke among adults aged >=18 years,2.7,2.4,3
13077170603,Stroke among adults aged >=18 years,2.5,2.2,2.7
13089023700,Stroke among adults aged >=18 years,4,3.6,4.4
13089021602,Stroke among adults aged >=18 years,2.9,2.5,3.4
13117130306,Stroke among adults aged >=18 years,2.1,1.8,2.5
13089023316,Stroke among adults aged >=18 years,2.9,2.5,3.2
13089023507,Stroke among adults aged >=18 years,4.3,3.7,5
13089021906,Stroke among adults aged >=18 years,3.2,2.9,3.6
13107970100,Stroke among adults aged >=18 years,4.1,3.8,4.4
13095000900,Stroke among adults aged >=18 years,4.3,3.9,4.7
13103030304,Stroke among adults aged >=18 years,2.8,2.5,3.1
13113140101,Stroke among adults aged >=18 years,3.8,3.4,4.4
13095010601,Stroke among adults aged >=18 years,7.4,6.4,8.4
13117130509,Stroke among adults aged >=18 years,2.4,2,2.8
13121006400,Stroke among adults aged >=18 years,3.6,3.1,4.2
13115000800,Stroke among adults aged >=18 years,3.7,3.3,4.1
13089023311,Stroke among adults aged >=18 years,3.1,2.7,3.5
13115002100,Stroke among adults aged >=18 years,5.5,5,6.1
13115000600,Stroke among adults aged >=18 years,4.5,4.1,4.9
13089023111,Stroke among adults aged >=18 years,4.2,3.7,4.6
13089022204,Stroke among adults aged >=18 years,2.6,2.3,2.8
13089023506,Stroke among adults aged >=18 years,5,4.4,5.7
13095000600,Stroke among adults aged >=18 years,4,3.5,4.5
13085970201,Stroke among adults aged >=18 years,2.7,2.3,3.1
13091960600,Stroke among adults aged >=18 years,4.7,4.3,5.1
13117130507,Stroke among adults aged >=18 years,2.6,2.3,3
13089021910,Stroke among adults aged >=18 years,3.2,2.9,3.6
13097080201,Stroke among adults aged >=18 years,3.1,2.8,3.5
13089022007,Stroke among adults aged >=18 years,3.7,3.2,4.2
13095000501,Stroke among adults aged >=18 years,2.5,2.2,2.8
13121007703,Stroke among adults aged >=18 years,4.9,4.2,5.6
13089021503,Stroke among adults aged >=18 years,2.3,2,2.6
13121008201,Stroke among adults aged >=18 years,6.6,5.7,7.5
13089021703,Stroke among adults aged >=18 years,3,2.6,3.4
13095010403,Stroke among adults aged >=18 years,3.3,2.9,3.7
13115001701,Stroke among adults aged >=18 years,3.1,2.8,3.4
13097080404,Stroke among adults aged >=18 years,2.8,2.6,3.1
13095001000,Stroke among adults aged >=18 years,3.5,3.1,3.9
13089022010,Stroke among adults aged >=18 years,3.6,3.2,4
13089023416,Stroke among adults aged >=18 years,3.5,3,4.1
13089021810,Stroke among adults aged >=18 years,2.5,2.2,2.8
13089021907,Stroke among adults aged >=18 years,3.8,3.3,4.3
13097080402,Stroke among adults aged >=18 years,2.6,2.3,2.8
13121004800,Stroke among adults aged >=18 years,5.4,4.6,6.3
13077170406,Stroke among adults aged >=18 years,2.4,2.1,2.8
13089021913,Stroke among adults aged >=18 years,3,2.7,3.4
13089023419,Stroke among adults aged >=18 years,3.2,2.7,3.6
13121006801,Stroke among adults aged >=18 years,2.7,2.3,3.1
13089023102,Stroke among adults aged >=18 years,3.6,3.3,4
13115000500,Stroke among adults aged >=18 years,4.4,3.8,5
13095001100,Stroke among adults aged >=18 years,5.7,5,6.5
13117130305,Stroke among adults aged >=18 years,1.6,1.4,1.8
13121005300,Stroke among adults aged >=18 years,1.5,1.4,1.7
13113140204,Stroke among adults aged >=18 years,2.7,2.5,3
13089023114,Stroke among adults aged >=18 years,4.2,3.8,4.7
13083040200,Stroke among adults aged >=18 years,3.6,3.1,4.1
13117130101,Stroke among adults aged >=18 years,2.6,2.3,2.9
13089023601,Stroke among adults aged >=18 years,4.5,3.9,5.1
13117130608,Stroke among adults aged >=18 years,1.9,1.7,2.1
13117130508,Stroke among adults aged >=18 years,2.1,1.8,2.4
13117130405,Stroke among adults aged >=18 years,2.1,1.8,2.5
13121007802,Stroke among adults aged >=18 years,4.6,4,5.2
13115000900,Stroke among adults aged >=18 years,3.2,2.8,3.7
13089022900,Stroke among adults aged >=18 years,2.2,2,2.5
13089021405,Stroke among adults aged >=18 years,1.4,1.2,1.6
13089023310,Stroke among adults aged >=18 years,3.6,3.1,4.1
13089022403,Stroke among adults aged >=18 years,1.9,1.7,2.2
13089023501,Stroke among adults aged >=18 years,5,4.5,5.6
13121001600,Stroke among adults aged >=18 years,0.9,0.8,1
13097080301,Stroke among adults aged >=18 years,3.3,3,3.7
13121007300,Stroke among adults aged >=18 years,4.5,3.9,5.2
13121006700,Stroke among adults aged >=18 years,5.2,4.5,6
13121000600,Stroke among adults aged >=18 years,1,1,1.2
13091960200,Stroke among adults aged >=18 years,4.1,3.8,4.6
13121003900,Stroke among adults aged >=18 years,5.4,4.8,6.1
13111050500,Stroke among adults aged >=18 years,3.7,3.3,4.1
13117130601,Stroke among adults aged >=18 years,1.9,1.7,2.1
13121008400,Stroke among adults aged >=18 years,6,5.4,6.7
13077170700,Stroke among adults aged >=18 years,4.4,4,4.9
13089022600,Stroke among adults aged >=18 years,2.3,2,2.5
13117130607,Stroke among adults aged >=18 years,1.8,1.5,2.1
13119890101,Stroke among adults aged >=18 years,4.4,4,4.8
13113140407,Stroke among adults aged >=18 years,3.2,2.9,3.5
13089023211,Stroke among adults aged >=18 years,3.2,2.8,3.7
13089021211,Stroke among adults aged >=18 years,2.6,2.3,2.9
13117130102,Stroke among adults aged >=18 years,2.4,2.1,2.7
13121001300,Stroke among adults aged >=18 years,1.5,1.3,1.7
13121005000,Stroke among adults aged >=18 years,1.9,1.7,2.3
13121003100,Stroke among adults aged >=18 years,2.2,1.9,2.4
13121001700,Stroke among adults aged >=18 years,1.7,1.5,1.9
13121000400,Stroke among adults aged >=18 years,1.9,1.6,2.2
13121007806,Stroke among adults aged >=18 years,4.9,4.2,5.6
13077170801,Stroke among adults aged >=18 years,2.7,2.5,3
13089023113,Stroke among adults aged >=18 years,2.4,2.2,2.7
13089023115,Stroke among adults aged >=18 years,4.2,3.5,5
13089023312,Stroke among adults aged >=18 years,3.1,2.7,3.5
13117130303,Stroke among adults aged >=18 years,2.2,1.9,2.6
13121001100,Stroke among adults aged >=18 years,1.3,1.2,1.5
13089020200,Stroke among adults aged >=18 years,1.6,1.5,1.8
13089023505,Stroke among adults aged >=18 years,5.3,4.7,5.9
13121005700,Stroke among adults aged >=18 years,5.4,4.7,6.1
13089023421,Stroke among adults aged >=18 years,3.4,3,3.8
13117130304,Stroke among adults aged >=18 years,2,1.8,2.3
13121007602,Stroke among adults aged >=18 years,5.9,5.1,6.8
13091960300,Stroke among adults aged >=18 years,3.9,3.5,4.2
13091960400,Stroke among adults aged >=18 years,4,3.7,4.4
13115002000,Stroke among adults aged >=18 years,3.7,3.3,4
13089020500,Stroke among adults aged >=18 years,3.1,2.7,3.5
13115000700,Stroke among adults aged >=18 years,3,2.7,3.4
13113140403,Stroke among adults aged >=18 years,3.2,3,3.5
13113140404,Stroke among adults aged >=18 years,2.9,2.7,3.2
13095011200,Stroke among adults aged >=18 years,4.9,4.4,5.4
13121007807,Stroke among adults aged >=18 years,6.1,5.4,6.9
13121002900,Stroke among adults aged >=18 years,2.3,2,2.7
13109970100,Stroke among adults aged >=18 years,4.2,3.7,4.7
13089021908,Stroke among adults aged >=18 years,4.3,3.8,4.8
13107970400,Stroke among adults aged >=18 years,4,3.6,4.3
13103030303,Stroke among adults aged >=18 years,2.7,2.5,3
13089022100,Stroke among adults aged >=18 years,3.4,3.1,3.8
13117130205,Stroke among adults aged >=18 years,2.5,2.2,2.8
13117130506,Stroke among adults aged >=18 years,2.2,1.9,2.6
13121007808,Stroke among adults aged >=18 years,6.4,5.7,7.2
13121006802,Stroke among adults aged >=18 years,5.5,4.8,6.2
13089021812,Stroke among adults aged >=18 years,2.8,2.4,3.1
13117130612,Stroke among adults aged >=18 years,1.8,1.6,2.1
13089023107,Stroke among adults aged >=18 years,4,3.5,4.5
13095000700,Stroke among adults aged >=18 years,3,2.7,3.4
13097080303,Stroke among adults aged >=18 years,3.7,3.3,4
13089021413,Stroke among adults aged >=18 years,2.1,1.9,2.4
13089021704,Stroke among adults aged >=18 years,2.6,2.3,3
13117130302,Stroke among adults aged >=18 years,1.8,1.6,2.2
13121005800,Stroke among adults aged >=18 years,4.1,3.5,4.8
13089021808,Stroke among adults aged >=18 years,3.2,2.8,3.6
13089022203,Stroke among adults aged >=18 years,2.4,2.1,2.8
13099090200,Stroke among adults aged >=18 years,5.4,4.9,6
13089022500,Stroke among adults aged >=18 years,2.5,2.2,2.9
13121007100,Stroke among adults aged >=18 years,6.7,5.9,7.6
13103030202,Stroke among adults aged >=18 years,3,2.7,3.3
13095001403,Stroke among adults aged >=18 years,6.7,5.8,7.7
13121001500,Stroke among adults aged >=18 years,1.6,1.4,1.8
13117130103,Stroke among adults aged >=18 years,2.4,2.1,2.7
13121001001,Stroke among adults aged >=18 years,0.8,0.7,0.9
13097080602,Stroke among adults aged >=18 years,2.8,2.6,3.1
13093970200,Stroke among adults aged >=18 years,5.1,4.7,5.5
13105000500,Stroke among adults aged >=18 years,4.7,4.2,5.2
13121007400,Stroke among adults aged >=18 years,6.6,5.8,7.4
13121002300,Stroke among adults aged >=18 years,5.7,5.1,6.5
13089022005,Stroke among adults aged >=18 years,4,3.6,4.4
13089021306,Stroke among adults aged >=18 years,2.1,1.9,2.3
13103030204,Stroke among adults aged >=18 years,3.6,3.3,3.9
13113140206,Stroke among adults aged >=18 years,2.6,2.3,2.9
13107970500,Stroke among adults aged >=18 years,4.2,3.8,4.7
13113140501,Stroke among adults aged >=18 years,2.7,2.3,3
13095010602,Stroke among adults aged >=18 years,5.4,4.9,5.8
13089021502,Stroke among adults aged >=18 years,1.6,1.4,1.8
13121003600,Stroke among adults aged >=18 years,3.5,3,4
13089022301,Stroke among adults aged >=18 years,2.3,2.1,2.6
13097080603,Stroke among adults aged >=18 years,2.7,2.4,2.9
13111050400,Stroke among adults aged >=18 years,4,3.5,4.5
13113140203,Stroke among adults aged >=18 years,2.5,2.2,2.8
13115001100,Stroke among adults aged >=18 years,5.5,4.8,6.3
13089021216,Stroke among adults aged >=18 years,1.4,1.2,1.6
13121004100,Stroke among adults aged >=18 years,4,3.4,4.6
13097080202,Stroke among adults aged >=18 years,3.1,2.8,3.4
13089023210,Stroke among adults aged >=18 years,3.8,3.3,4.4
13121004200,Stroke among adults aged >=18 years,6.2,5.3,7.2
13121000100,Stroke among adults aged >=18 years,1.6,1.4,1.8
13113140102,Stroke among adults aged >=18 years,3.5,3.1,3.9
13121006100,Stroke among adults aged >=18 years,6.3,5.7,7
13089023315,Stroke among adults aged >=18 years,2.7,2.3,3
13113140207,Stroke among adults aged >=18 years,2.5,2.2,2.8
13121007705,Stroke among adults aged >=18 years,5.9,5.1,6.7
13107970600,Stroke among adults aged >=18 years,4.4,4,4.8
13089021412,Stroke among adults aged >=18 years,1.5,1.3,1.6
13117130105,Stroke among adults aged >=18 years,3,2.6,3.5
13117130301,Stroke among adults aged >=18 years,2.1,1.8,2.5
13089021705,Stroke among adults aged >=18 years,2.4,2.1,2.7
13081010400,Stroke among adults aged >=18 years,5.2,4.8,5.8
13121001800,Stroke among adults aged >=18 years,2.8,2.5,3.1
13103030401,Stroke among adults aged >=18 years,2.7,2.4,2.9
13077170601,Stroke among adults aged >=18 years,3.8,3.5,4.2
13089021909,Stroke among adults aged >=18 years,3.6,3.2,4.1
13121004000,Stroke among adults aged >=18 years,6.1,5.4,6.9
13121007805,Stroke among adults aged >=18 years,4.8,4.3,5.4
13103030301,Stroke among adults aged >=18 years,2.1,1.9,2.4
13115001800,Stroke among adults aged >=18 years,3.8,3.4,4.2
13121006601,Stroke among adults aged >=18 years,4.1,3.6,4.8
13113140406,Stroke among adults aged >=18 years,3.5,3.2,3.9
13089020100,Stroke among adults aged >=18 years,1.7,1.5,1.9
13115000400,Stroke among adults aged >=18 years,3.1,2.7,3.4
13121007706,Stroke among adults aged >=18 years,3.7,3.3,4.3
13107970300,Stroke among adults aged >=18 years,4.4,4,4.8
13121006300,Stroke among adults aged >=18 years,5.1,4.6,5.8
13095011000,Stroke among adults aged >=18 years,4.1,3.6,4.6
13089021305,Stroke among adults aged >=18 years,2.3,2,2.5
13115001200,Stroke among adults aged >=18 years,3.4,3,3.8
13083040102,Stroke among adults aged >=18 years,3.6,3.3,4
13117130609,Stroke among adults aged >=18 years,1.3,1.2,1.5
13117130503,Stroke among adults aged >=18 years,2.3,2,2.6
13097080604,Stroke among adults aged >=18 years,2.7,2.4,3.1
13111050100,Stroke among adults aged >=18 years,4.1,3.6,4.6
13089021101,Stroke among adults aged >=18 years,2.2,2,2.6
13121006000,Stroke among adults aged >=18 years,5.1,4.4,5.9
13121002500,Stroke among adults aged >=18 years,4.8,4.1,5.5
13121000500,Stroke among adults aged >=18 years,1.4,1.3,1.6
13087970600,Stroke among adults aged >=18 years,3.7,3.3,4.2
13089021204,Stroke among adults aged >=18 years,2.3,1.9,2.6
13089021208,Stroke among adults aged >=18 years,1.9,1.7,2.2
13113140408,Stroke among adults aged >=18 years,2.7,2.4,3.1
13089023206,Stroke among adults aged >=18 years,4.2,3.8,4.7
13121004900,Stroke among adults aged >=18 years,2.2,2,2.6
13089022700,Stroke among adults aged >=18 years,2,1.8,2.3
13089023108,Stroke among adults aged >=18 years,5.2,4.7,5.8
13121007500,Stroke among adults aged >=18 years,5.7,5.1,6.4
13121006500,Stroke among adults aged >=18 years,4.7,4.1,5.4
13113140304,Stroke among adults aged >=18 years,2.9,2.6,3.3
13117130403,Stroke among adults aged >=18 years,2.4,2.2,2.7
13117130606,Stroke among adults aged >=18 years,2,1.8,2.2
13093970300,Stroke among adults aged >=18 years,4.6,4.2,5.1
13113140208,Stroke among adults aged >=18 years,2.2,1.9,2.5
13089021409,Stroke among adults aged >=18 years,2.1,1.8,2.3
13109970200,Stroke among adults aged >=18 years,4.1,3.8,4.5
13089023412,Stroke among adults aged >=18 years,4.1,3.7,4.6
13089023000,Stroke among adults aged >=18 years,2.4,2.1,2.7
